id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length
W01LY,0KZ7,Closet / Walk-in closet / Spear closet,7,7,Yes,A person is fixing a pair of shoes while another person is playing with a broom.,boom;broom;laces;shoe,A couple of people in a room .A person holding a broom spinning it in their hands.Another person sitting and lacing op a pair of shoes .,c053 0.00 6.50;c098 24.10 30.00;c152 0.00 30.00,29.12
03M0K,L4ZP,Bedroom,7,7,Yes,A person is dressing while their clothes lay on the chair in front of her. Then the person opens their laptop and begins playing on it.,chair;clothes;laptop,A person is sitting down.  The person then puts on a jacket.  The person then sits back down and opens a laptop.,c048 7.50 13.90;c059 0.00 3.80;c151 6.50 11.90;c154 0.00 4.10;c148 0.20 9.90;c152 8.00 24.00;c052 7.90 24.00,23.42
40WPV,38MV,Closet / Walk-in closet / Spear closet,6,7,Yes,A person is taking shoes down from a shelf. Another person is holding bags of groceries.,bag;closet/cabinet;groceries;shelf;shoe,A woman grabs shoes from a shelf.  A man walks in with a bag.  The man leaves with the bag.,c053 0.70 15.50;c056 0.00 9.00;c020 2.40 34.10;c021 2.20 31.60;c023 2.20 31.60;c082 0.00 14.70;c114 0.00 14.70,37.92
61UIO,D0RU,Living room,6,5,Yes,"A person can pour a glass of milk in the garage, A person can laugh with a pillow on their head in the garage.",a book;a bottle of sprite;and a stool;chair;cup;dish;head;pillow;table,"This person  poured himself a drink, and then he sat in the chair and put a pilow behind his head and griped it and then started shaking his head back and forth, acting frustrated.;a person pours a drink on a cup on a table then sits in a chair and laughs holding a pillow on his head",c119 0.00 5.90;c154 23.20 32.00;c009 7.20 15.40;c108 1.10 17.90;c076 0.00 30.00;c151 12.10 18.90;c059 14.80 27.80;c152 12.00 32.00,31.04
YC3OE,HR43,Living room,7,6,Yes,A person is holding a box while undressing in a living room. They take their medicine and start tidying the room.,blanket;clothes;food;jacket;medicine;pillow;shirt;sofa;table,"A person takes off their jacket and sits down on a couch. Then they open a bottle of medicine and take some, and then set the medicine down on a coffee table. Then They fold their jacket and pick up a blanket from the couch and fold it.;a person takes off a shirt then sits down and eats some food then tidies up",c151 14.60 25.10;c004 17.80 29.20;c156 22.10 34.10;c004 30.70 36.50;c129 11.30 25.10;c155 0.00 8.70;c154 16.60 26.70;c009 7.80 17.10;c075 16.40 29.60;c123 25.40 38.60;c076 25.00 32.60;c002 2.50 12.60;c000 1.90 9.60;c077 27.40 39.00;c001 4.70 12.40,39.12
TQGPM,2RTW,Living room,6,6,Yes,"A person is watching television while sitting on a sofa. The person grasps a bag of groceries from the floor, and places the bag onto a nearby table.",bag;couch;groceries;sofa;table;television;tv,"This person is sitting on the couch watching T.V., then gets up and picks up a bag and sets it on the table.;The person sitting on the couch is watching TV. After watching for a few seconds, he picks up a bag of groceries and puts it on the dining room table.",c023 14.50 21.60;c123 0.00 19.60;c154 14.70 20.40;c132 0.00 19.00;c009 21.50 27.40;c020 17.20 27.40;c022 16.20 26.40,30.88
A6R22,2RTW,Living room,6,6,Yes,A person is smiling sitting at a small table opening a beer to pour it in a glass.,beverage;bottle;cup;table,A person is opening a bottle and pouring a beverage into a cup. A person then reads the label on the bottle.,c011 0.00 33.00;c108 0.70 19.30;c152 3.40 16.20;c110 2.70 17.50;c109 0.00 19.10;c107 0.00 19.60;c009 1.50 6.30;c009 10.30 17.00,31.62
ZOBZV,2RTW,Living room,6,6,Yes,"A person walks back and forth, talking on the phone. The person stops and stands there for a moment, before hanging up and putting their phone on a shelf.",floor;phone;shelf,The person is pacing back and forth as he is talking on the cell phone. He then hangs up and places his cellphone on a shelf.;A person is pacing around a living room while talking on a phone. The person puts the phone down on a shelf.,c019 0.00 40.00;c017 34.10 40.00;c015 0.00 39.20;c081 34.10 39.60,38.92
ZFT87,C7O9,Kitchen,7,7,Yes,"A person is pouring some liquid into a pot as they cook at a stove. The open a cabinet and take out a picture, and set it next to the stove while they continue to cook and gaze at the photo.",cabinet;cup/glass/bottle;dish;food;phone/camera;picture;pot;stove,"a person makes some food on the stove and then looks at a picture;Person is in the kitchen at the stove, pours food into a pot, gets a picture out of the self and looks at it while cooks.",c113 13.80 18.70;c087 15.00 25.10;c084 14.80 25.00;c147 0.00 16.30;c063 0.00 2.60;c088 21.70 30.00;c107 0.00 9.30;c118 9.00 15.50;c108 0.00 7.90;c110 0.00 10.10;c083 13.10 22.10,29.25
Q5Y02,4I61,Bedroom,7,7,Yes,"A person walks through the doorway into their bedroom. They put down a glass they were drinking from, and begin undressing. They start laughing at something they see through their window.",clothes;coat;cup;doorway;floor;glass;hoodie;scarf;shirt;window,"A person walking into a bedroom, drinking a glass of water. Then the person puts the water on the desk, takes off coat, puts the coat on the floor, straightens scarf while pointing towards a window, pulls down on hoodie , adjusts shirt, then takes the hoodie off.;A person walks into a room drinking a glass of water they remove 3 layers of clothing and look out the window and wave to someone.",c106 0.00 10.50;c003 8.20 33.00;c155 8.70 33.00;c126 10.50 18.50;c092 12.70 25.70;c097 0.00 5.50,31.92
DNXBJ,PKND,Other,5,6,Yes,A person is closing the cabinet and another person is dressing by the window.,cabinet;closet;clothes;door;wardrobe;window,A person is getting dressed while another person opens and closes a closet door.;A person is dressing while another person is opening a wardrobe and looking inside. The person dressing looks out a window.,c112 13.70 22.50;c008 0.70 8.10;c113 0.00 13.90;c148 0.00 27.70;c006 9.40 25.50;c113 22.30 31.10;c154 0.00 32.00,30.96
VUXLB,H8N1,Kitchen,6,7,Yes,A person is just awakening as they groggily enter the kitchen to grab their morning coffee. They sit down in a chair and take a few sips before putting the coffee down on a table.,counter;cup;glass;table,"A person walks to the counter and picks up a glass before drinking several sips. Afterwards, the person puts the glass back and walks away.;A person walks up to a kitchen counter, picks up a cup, and takes a drink. The person then sets the cup down and walks away.",c009 22.80 29.40;c106 8.90 22.20;c109 20.00 27.00;c107 5.40 19.30;c110 1.70 11.70,30.75
DRXNL,ZAWX,Closet / Walk-in closet / Spear closet,6,5,Yes,A person is throwing things into a box while another person is calmly putting things on a shelf.,book;box;closet/cabinet;clothes;shelf;table,"A person throws clothes from a table into a box while another person takes books from the table and puts them on a shelf.;A person is putting some clothes from a table into a box, another person is tidying up some clothes by putting them on a shelf, they grab a book.",c081 14.30 19.70;c001 1.80 10.50;c004 17.80 24.90;c030 12.90 17.80;c001 6.60 11.80;c040 0.00 15.10;c002 0.00 14.80;c026 13.20 32.00;c003 0.60 15.10;c028 12.30 32.00;c116 23.40 30.90;c012 0.00 32.00;c114 14.30 32.00,30.75
YO9NC,R1OT,Bedroom,6,7,Yes,"A person is lying down on the bed in the bedroom. They start undressing by taking their jacket off and putting it in a wardrobe. Then, they pick up a book and start watching the book.",bed;book;closet/cabinet;clothes;door;shelf;wardrobe,A person is laying down on a bed then gets up and begins to undress. They then put their clothes in the closet and picks up a book to read.,c151 19.60 25.70;c154 1.20 6.50;c155 1.60 11.60;c001 7.60 19.90;c030 18.60 23.50;c146 0.00 5.20;c135 0.90 5.20;c113 11.10 18.40;c006 14.50 20.30;c133 0.00 5.20;c134 0.00 4.00;c030 18.70 31.00;c032 22.50 31.00;c112 14.50 20.30;c081 12.30 19.60;c027 21.70 31.00;c008 11.10 20.50;c026 18.60 31.00,29.96
YJRBY,D0RU,Closet / Walk-in closet / Spear closet,6,6,Yes,"A person is standing in the closet drinking a glass of water.  The person opens the wardrobe and takes out some clothes, then smiles.",cup;glass;pillow;shelf,"A person is standing in the living room drinking from a glass. They reach into a shelf and grab a pillow.;A person is standing in front of a shelf while sipping from a cup. Afterwards, the person grabs a pillow from the shelf.",c106 4.70 22.30;c107 3.20 35.00;c152 27.90 35.00;c076 24.60 35.00;c079 22.00 29.20,33.58
7CXYB,HR43,Kitchen,6,7,Yes,"A person is eating in front of a refrigerator, then pouring water in a glass and then wiping down a counter in a kitchen.",counter;cup;dish;fridge;glass;refriderator;refrigerator;stove;towel;water,"A person is holding a glass, opens a fridge, and pours a glass of water. The person then cleans a counter and stove.;A person opens the fridge and places beverages inside of it.",c108 12.60 44.00;c143 4.30 10.50;c033 26.30 44.00;c038 25.60 44.00;c107 0.00 20.90;c142 16.50 22.40;c106 18.00 26.80;c118 0.00 27.40,43.42
55NNF,PO5L,Kitchen,7,7,Yes,"A person is cooking, then begins opening a refrigerator and grabs a sandwich.",counter;food;fridge;object;refrigerator;stove;table;toaster oven,"A person cooks food on a stove while also going through the fridge.;A person walks into the room and opens up a toaster oven. They close it back and then open the refrigerator. They get an object out and set it on the counter, then walk out of the room.",c147 2.60 17.90;c143 14.80 21.30;c142 18.20 24.30;c009 23.90 28.70,30.75
MOKPE,D0RU,Bathroom,7,7,No,A person is putting medicine into a box under the window. The person begins pouring the medicine into a cup.,box;medicine,The person grabs a box and takes medicine out of the box. The person then puts the box back up on the ledge.,c041 1.60 9.20;c043 0.00 3.40;c039 12.30 17.20;c128 9.40 15.40;c044 3.10 16.80;c040 0.00 19.90;c042 13.60 21.20,36.12
TR0TO,QRES,Stairs,6,7,Yes,"A person walks up the stairs holding a sandwich. The person puts the sandwich down, picks up a camera, and walks back down the stairs.",camera;desk;food;phone;sandwich;table,A child walking up the stairs and placing something on a desk and walking back down the stairs.;A person is walking up the stairs while eating a sandwich.  The person sets the sandwich down on a desk and grabs a camera.  The person then walks down the stairs with the camera.,c065 0.00 14.30;c068 9.50 14.80;c009 9.50 14.80;c067 0.00 14.30;c015 11.40 16.10;c156 0.00 14.30;c061 0.00 13.60;c018 10.80 16.60,24.96
UFWKL,KQI6,Living room,7,1,No,A person is sneezing on a light and then working on homework in a pantry.,book;couch;desk;homework;paper;sofa;table,A person sitting on a sofa in front of a desk doing homework sneezes multiple times.;A person sitting on a couch reading a book sitting on a table then sneezing.,c145 0.00 5.00;c153 1.80 7.20;c123 0.00 30.00;c032 3.90 30.00;c027 3.50 8.30;c011 0.00 30.00;c014 6.60 30.00,29.38
8CUHI,WQ8Z,Entryway (A hall that is generally located at the entrance of a house),6,6,Yes,A person sneezes then watches the television from the entryway while holding a towel.,blanket;doorway;towel,Person holding a towel walk in the room look around and more by the refrigerator.;A person wipes there face with a towel.  They stand in the doorway for a while and then enter the living room.,c033 0.00 23.00;c153 0.00 4.50;c070 0.00 23.00,21.75
82X3Z,4OHY,Stairs,6,4,Yes,A person is seen playing on their laptop. They start drinking and eating some food while snuggling.,cup/glass/bottle;floor;food;laptop,"A person is watching a laptop, sitting on the stairs while they eat some food.",c051 0.00 13.10;c061 17.70 22.60;c156 17.30 24.70;c052 0.00 32.00;c125 0.00 32.00;c106 11.50 19.50;c063 16.60 22.10;c109 14.40 20.10,30.88
YAPN7,PO5L,Recreation room / Man cave,4,7,Yes,"A person undresses in the recreation room. The person lies down, snuggles up to a blanket, and takes a bite from a piece of food.",bag;blanket;clothes;couch;floor;food;pillow;shirt;sofa;table,"The person has come into the living room removed a shirt and wraps in a blanket and lied down, moments later they sit up and grab a snack.;Person walks into the room, sits on the couch and takes off shirt, covers up with a blanket and lies down before sitting up and eating some food from a bag.",c155 2.30 6.60;c156 3.80 8.60;c151 6.90 10.90;c122 15.40 22.10;c002 27.60 33.30;c072 8.60 39.30;c022 21.80 38.40;c023 22.40 38.40;c009 22.40 38.40;c063 22.40 38.40;c062 26.20 31.80;c070 8.40 17.90;c071 13.90 23.10;c123 2.60 17.50;c000 6.50 11.30;c003 7.30 11.70;c073 8.40 15.20;c061 22.80 38.80;c020 22.20 37.20;c126 7.10 12.10;c021 22.60 27.70;c154 35.10 41.10,41.33
JD3KW,OUKK,Home Office / Study (A room in a house used for work),7,7,Yes,A person is in the basement tidying up a shelf.  The person finds a small box and opens it up to find old pictures.  The person takes a couple out and then closes the box.,box;floor;picture;shelf,"A person is searching a shelf for something. The something turns out to be a handful of pictures that they look through, then put away and walk away.",c082 5.30 17.10;c086 29.90 43.10;c088 17.80 34.20;c154 38.60 44.20;c044 14.00 22.50;c084 17.80 41.70;c083 16.30 24.80;c151 10.50 19.10;c125 39.30 43.50;c039 34.70 43.10;c041 13.30 20.50,45.54
5XCUV,QOQ4,Kitchen,6,7,Yes,A person is opening a recipe book. They are drinking a glass of water and take off their shoes.,clothes;counter;glass;kitchen granite top;shoe;table,A person is standing in the kitchen near the gas top.He drank something and removed his shoes later.;A person is in the kitchen doing something in the counter then they proceed to take of their shoes.,c057 20.90 29.00;c009 9.60 16.00;c056 20.90 29.00;c001 22.70 29.00;c106 0.00 6.50,27.88
9D6WC,H8N1,Kitchen,7,7,Yes,A person in their kitchen is drinking some coffee while also watching some pictures that they took on their camera.,coffee;cup;glass;phone,The person picks up a phone and starts to text with it. The person then picks up a coffee mug and takes a sip then puts it back down and walks away.;Person walks up and picks up phone and begins playing with it while grabbing a sip of coffee from a nearby coffee cup.,c109 9.30 14.20;c016 0.70 19.50;c107 4.90 9.40;c110 3.30 9.10;c015 0.20 7.50;c106 4.70 13.70,19.71
